AccessionNumber,ExpeditionKeyword,GlobalID,Taxon,Date,CollectorName,CollectionNumber,OtherCollectors,Provenance,DescriptionOfSpecies,MaterialType,SampledPopulationSize,SampledAreaWidth,SampledAreaLength,SampledAreaUnit,NumberofIndividualsSampled,NumberofSamplesPerIndividual,SamplingMethod,NumberofVouchers,NumberofDNASpecimens,AssociatedSpecies,Country,StateProvince,CountyDistrict,CollectionLocality,LocationDetails,DDLatitude,DDLongitude,GPSAccuracy,Altitude,AltitudeUnit,GeocodeMethod,PropertyOwnershipType,PropertyContactInfo,HabitatGroup,Habitat,SoilTexture,Slope,Exposure,Aspect,PhenologyofPopulation,NotesonHabitatorSoil,OtherCollectionInformation,MotherPlantNum
,2017 APGA Grant Trips,,Aesculus parviflora,6/7/2017,"Chauncey, Jared",75,David Gunn,Wild,"Woody shrub to 15', open treelike form, highly floriferous. Forming large rhizomatous clumps 15'x30'. In bud, one blooming, white flower, salmon anthers, faintly sweet smell; flowering. Clone/Mother# Al-Blo-2-1. On edge of road, near ditch with herbicide ",,,,,,,,,3,1,,United States,Alabama,Blount,,"Blount Springs, SW of route 7, near marker 205, across from old sulfur spring.",33.93044,-86.79418,,161,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Alnus maritima subsp. georgiensis,5/26/2017,"Chauncey, Jared",22,David Gunn,Wild,Tree 15-20. tall. Immature fruit. Clone/Mother# GA-Bar-1-1.,,,,,,,,,2,0,,United States,Georgia,Bartow,,"Drummond Swamp, Euharlee.",33.46354,-86.54895,,181,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Clethra alnifolia,7/28/2017,"Chauncey, Jared",113,David Gunn,Wild,"Shrub to 5', forming large racemes of sweet smelling white flowers. Flowering.",,,,,,,,,2,0,,United States,South Carolina,Lexington,,"Shealy's Pond Heritage Preserve, Shealy's Pond perimeter trail, S of Boiling Springs Rd., W side of pond.",33.86028,-81.2375,,,,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Eriocaulon sp.,5/29/2017,"Chauncey, Jared",33,David Gunn,Wild,"Rosette 20 cm across, green leaves with yellowing tips, single flower stem, large white button flower. Flowering. Provenance: wild.",,,,,,,,,1,0,,United States,Florida,Liberty,,"Apalachicola National Forest area, side of road, W side of Hwy 65.",30.24861,-84.86407,,30,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.49288,-86.42657,,11,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.49618,-86.42624,,11,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.49722,-86.42687,,11,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.49733,-86.42529,,15,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.49754,-86.42501,,15,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.49943,-86.42802,,,,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.54385,-86.3956,,25,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.5439,-86.39567,,26,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.54391,-86.39548,,24,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.55494,-86.49057,,45,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.62418,-86.42944,,,,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,30.62686,-86.42778,,,,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,32.31872,-84.66055,,171,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,1/1/2017,,,,,,,,,,,,,,,,,,,,,,32.32637,-84.67757,,171,m,,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,10/24/2017,"Chauncey, Jared",54-C,David Gunn,Wild,"MBG Accession # N/A. Tree, 15' tall, dieback of central leader, vertical striated bark, bark gray and black. Leaves glossy. Possible introgression with Quercus myrtifolia. No acorn set, dieback of central leader. Mother Plant number is FL-OKA-5-13.",,,,,,,,,3,0,,United States,Florida,Okaloosa,,"Fred Gannon Rocky Bayou State Park, E side of Sandy Pine Trail. ",30.49754,-86.42501,,15,m,GPS,,,,,sandy loam,0,semi-shade,flat/none,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/27/2017,"Chauncey, Jared",25,David Gunn,Wild,"Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Immature fruit. Clone/Mother# AL-pik-2-1. Good acorn set.",,,,,,,,,3,1,,United States,Alabama,Pike,,Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin.,31.78948,-85.89287,,167,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/27/2017,"Chauncey, Jared",25-A,David Gunn,Wild,"Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Immature fruit. Clone/Mother# AL-pik-2-2. No acorn set.",,,,,,,,,0,1,,United States,Alabama,Pike,,Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin.,31.78962,-85.89614,,166,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/27/2017,"Chauncey, Jared",25-B,David Gunn,Wild,"Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Immature fruit. Clone/Mother# AL-pik-2-3. No acorn set.",,,,,,,,,0,1,,United States,Alabama,Pike,,Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin.,31.78972,-85.89306,,167,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/27/2017,"Chauncey, Jared",25-C,David Gunn,Wild,"Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Clone/Mother# AL-pik-2-4. No acorn set.",,,,,,,,,0,1,,United States,Alabama,Pike,,Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin.,31.78998,-85.89304,,169,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/27/2017,"Chauncey, Jared",25-D,David Gunn,Wild,"Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Immature fruit. Clone/Mother# AL-pik-2-5. No acorn set.",,,,,,,,,0,1,,United States,Alabama,Pike,,Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin.,31.78998,-85.89304,,169,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/27/2017,"Chauncey, Jared",25-E,David Gunn,Wild,"Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Immature fruit. Clone/Mother# AL-pik-2-6. No acorn set.",,,,,,,,,0,1,,United States,Alabama,Pike,,Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin.,31.78992,-85.89318,,168,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/27/2017,"Chauncey, Jared",25-F,David Gunn,Wild,"Ca. 7 mature trees from 12 to 20'. Some current year acorn set, some caps from the previous year. Immature fruit. Good acorn set. Clone/Mother# AL-pik-2-7.",,,,,,,,,0,1,,United States,Alabama,Pike,,Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin.,31.78984,-85.8925,,167,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/28/2017,"Chauncey, Jared",26,David Gunn,Wild,"Tree, height 15', Leaves dark green, pubescent, glossy. Very Pubescent on abaxial, especially along midvein. Stems winged, bark flaky (hybrid or introgression possible). Vegetative. Clone/Mother# Ga-cha-1-1. No acorn set.",,,,,,,,,4,1,,United States,Georgia,Chattahoochee,,Fort Benning.,32.39557,-84.7687,,156,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/28/2017,"Chauncey, Jared",29,David Gunn,Wild,"Tree 15' tall, 2 trunks, 5"" in diameter. Bark gray mottled, semi smooth. Immature fruit. Clone/Mother# GA-Cha-2-4. Great acorn set. Population consists of a large number of trees. Some acorn set on multiple specimens.",,,,,,,,,3,1,,United States,Georgia,Chattahoochee,,"Fort Benning, near SE section of Arkansas oak rock hills UEA of Fort Benning.",32.31952,-84.65877,,187,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/28/2017,"Chauncey, Jared",30,David Gunn,Wild,"Tree, single trunk, 20' tall. Immature fruit. Clone/Mother# GA-Cha-3-1. Good acorn set.",,,,,,,,,3,1,,United States,Georgia,Chattahoochee,,"Fort Benning, near SE section of Arkansas oak rock hills UEA of Fort Benning.",32.32639,-84.67754,,171,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/28/2017,"Chauncey, Jared",30-A,David Gunn,Wild,"Tree, double trunk, 25' tall. Immature fruit. Clone/Mother# GA-Cha-3-2. Some acorn set.",,,,,,,,,0,1,,United States,Georgia,Chattahoochee,,"Fort Benning, near SE section of Arkansas oak rock hills UEA of Fort Benning.",32.32601,-84.67704,,158,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,5/28/2017,"Chauncey, Jared",32,David Gunn,Wild,"Tree, double trunk, 13' tall. Gray vertically striated bark, mottled with lichen. Clone/Mother# Ga-ear-2-1.",,,,,,,,,3,1,,United States,Georgia,Early,,"Kolomoki Mounds State Park, in woods behind pumphouse #5, near museum building.",31.46826,-84.94884,,89,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",50,David Gunn,Wild,"Tree, 20' tall, DBH 5"", Double trunked with smaller trunk dead. Immature fruit. Clone/Mother # Fl-oka-1-1. Small amount of acorn set. Die back of half the branches, likely from shade. Population at least 10 individuals. All show significant dieback, partl",,,,,,,,,3,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K23 TTA.",30.55409,-86.49163,,45,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",50-A,David Gunn,Wild,"Tree, to 20' tall. Immature fruit. Clone/Mother# Fl-oka-1-2. Small to fair amount of Acorn set for individual. Significant limb die back, likely from shade. Population at least 10 individuals. All show significant dieback, partly from shade. Some leaf min",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K23 TTA.",30.55415,-86.49227,,47,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",50-B,David Gunn,Wild,"Trees, to 20' tall. Immature fruit. Clone/Mother# Fl-oka-1-3. No Acorn set. some die back, likely from shade. Population at least 10 individuals. All show significant dieback, partly from shade. Some leaf miner and fungal damage throughout population. 6 m",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K23 TTA.",30.55422,-86.49219,,46,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",50-C,David Gunn,Wild,"Trees, to 20' tall. Immature fruit. Clone/Mother# Fl-oka-1-4. Individual immature. Population at least 10 individuals. All show significant dieback, partly from shade. Some leaf miner and fungal damage throughout population. 6 mature trees, presence of sm",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K23 TTA.",30.55424,-86.49216,,46,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",50-D,David Gunn,Wild,"Trees, to 20' tall. Immature fruit. Clone/Mother# Fl-oka-1-5. Good Acorn set on individual. Some die back, likely from shade. Population at least 10 individuals. All show significant dieback, partly from shade. Some leaf miner and fungal damage throughout",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K23 TTA.",30.55454,-86.4922,,47,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",50-E,David Gunn,Wild,"Tree, to 20' tall. Immature fruit. Clone/Mother# Fl-oka-1-6. Small amount of acorn set on individual. Significant dieback of branches, likely from shade. Population at least 10 individuals. All show significant dieback, partly from shade. Some leaf miner ",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K23 TTA.",30.55487,-86.49066,,44,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",51,David Gunn,Wild,"Tree, single trunk, height 20', vertical bark striations, brown with gray mottling. Immature fruit. Clone/Mother# Fl-oka-2-1. Small amount of acorn set on individual. Healthy, some dieback of lower limbs, likely from shade. Population generally healthy, b",,,,,,,,,3,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Choctaw E unit L10 TTA.",30.54407,-86.39538,,24,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",51-A,David Gunn,Wild,"Trees, to 20' tall, sinuate leaf margins, immature fruit. Clone/Mother# Fl-oka-2-3. No acorn set on individual. Population generally healthy, but poor to no seed set. Logging likely occurred in area in past 10 years.",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Choctaw E unit L10 TTA.",30.54398,-86.39573,,26,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",51-B,David Gunn,Wild,"Tree, to 20' tall; immature fruit. Clone/Mother# Fl-oka-2-5. No acorn set on individual. Population generally healthy, but poor to no seed set. Logging likely occurred in area in past 10 years.",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Airforce Base, Choctaw E unit L10 TTA.",30.54397,-86.39572,,27,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",51-C,David Gunn,Wild,"Tree, to 20' tall. Immature fruit. Clone/Mother# Fl-oka-2-6. No acorn set on individual. Population generally healthy, but poor to no seed set. Logging likely occurred in area in past 10 years.",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Choctaw E unit L10 TTA.",30.54407,-86.39585,,28,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",52,David Gunn,Wild,"Tree 15', DBH 4"" ; immature fruit; Clone/Mother# Fl-oka-3-1. No acorn set on individual. Main trunk die back, 3 side sprouts. Population Healthy, in general, with low to moderate seed set, and good presence of seedlings. Area scheduled for timber harvest ",,,,,,,,,3,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K10 TTA",30.59128,-86.46728,,37,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",52-A,David Gunn,Wild,"Trees, to 15' tall; immature fruit. Clone/Mother# Fl-oka-3-2. Little acorn set on individual. Numerous seedlings around it. Population healthy, in general, with low to moderate seed set, and good presence of seedlings. Area scheduled for timber harvest in",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K10 TTA.",30.59116,-86.46738,,40,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",52-B,David Gunn,Wild,"Trees, to 15' tall; immature fruit; Clone/Mother# Fl-oka-3-3. Very little acorn set on individual. Population healthy, in general, with low to moderate seed set, and good presence of seedlings. Area scheduled for timber harvest in the next year or 2 by co",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K10 TTA.",30.59116,-86.46738,,40,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",52-C,David Gunn,Wild,"Trees, to 15' tall; immature fruit. Clone/Mother# Fl-oka-3-4. Great acorn set on individual. Population healthy, in general, with low to moderate seed set, and good presence of seedlings. Area scheduled for timber harvest in the next year or 2 by contract",,,,,,,,,1,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K10 TTA.",30.59098,-86.46737,,34,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",52-D,David Gunn,Wild,"Tree, to 15' tall; immature fruit. Clone/Mother# Fl-oka-3-5. Decent acorn set on individual. Population healthy, in general, with low to moderate seed set, and good presence of seedlings. Area scheduled for timber harvest in the next year or 2 by contract",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K10 TTA.",30.59139,-86.46707,,32,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",52-E,David Gunn,Wild,"Trees, to 15' tall; immature fruit; Clone/Mother# FL-OKA-3-6. Some acorn set on individual, good set last year based on caps. Population healthy, in general, with low to moderate seed set, and good presence of seedlings. Area scheduled for timber harvest ",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K10 TTA.",30.59179,-86.46717,,30,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",52-F,David Gunn,Wild,"Trees, to 15' tall; immature fruit. Clone/Mother# FL-OKA-3-7. Some acorn set on individual. Population healthy, in general, with low to moderate seed set, and good presence of seedlings. Area scheduled for timber harvest in the next year or 2 by contracto",,,,,,,,,1,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson south Unit K10 TTA.",30.59179,-86.46717,,30,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",52-G,David Gunn,Wild,"Trees, to 15' tall; immature fruit. Clone/Mother# FL-OKA-3-8. Some acorn set on individual. Population healthy, in general, with low to moderate seed set, and good presence of seedlings. Area scheduled for timber harvest in the next year or 2 by contracto",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K10 TTA.",30.59179,-86.46717,,30,m,GPS,,,,,,,,,,,,
,2017 APGA Grant Trips,,Quercus arkansana,6/2/2017,"Chauncey, Jared",52-H,David Gunn,Wild,"Trees, to 15' tall. Immature fruit. Clone/Mother# FL-OKA-3-9. Some acorn set on individual. Population healthy, in general, with low to moderate seed set, and good presence of seedlings. Area scheduled for timber harvest in the next year or 2 by contracto",,,,,,,,,0,1,,United States,Florida,Okaloosa,,"Eglin Air Force Base, Jackson South Unit K10 TTA.",30.59179,-86.46717,,30,m,GPS,,,,,,,,,,,,
